1600681950,10728.77,10745.99,10722.91,10727.95,115.52110100000012,109.59181195000005
1600681980,10729.26,10734.44,10723,10730,51.71271400000007,107.11748535000007
1600682010,10729.99,10747.88,10729.93,10741.66,104.38948000000038,109.38061430000008
1600682040,10741.65,10753.84,10732.82,10750.27,91.25800400000013,111.4187719000001
1600682070,10750.27,10751.51,10738.97,10740.99,71.87334699999981,113.11069040000007
1600682100,10740.98,10748.05,10740,10743.51,38.56177599999998,112.80259490000007
1600682130,10743.51,10745,10740.54,10744.96,111.751195,116.79944380000006
1600682160,10744.96,10744.96,10740,10740.49,63.509595999999895,115.53865080000003
1600682190,10740.26,10741.84,10731.39,10741.39,59.15818300000004,112.33310660000004
1600682220,10741.39,10742.2,10732.35,10732.52,30.111886000000016,111.31954225000007
1600682250,10732.52,10736.8,10730,10734.83,28.168291000000007,110.26372945000007
1600682280,10734.82,10735.66,10725,10728.17,70.4652949999997,111.22057125000006
1600682310,10728.17,10728.18,10712.86,10714,70.93419500000007,90.01574670000011
1600682340,10714,10719.63,10711.78,10715.94,42.35520699999998,85.38976135000011
1600682370,10716.26,10717.44,10700,10700.01,125.42614300000008,88.39684810000013
1600682400,10700.01,10700.01,10674.98,10681.7,457.95997000000045,102.92956970000012
1600682430,10681.71,10685.03,10670.43,10679.62,225.03981500000023,106.3422088500001
1600682460,10679.63,10681.73,10669.72,10680.44,100.65658800000043,103.45355265000009
1600682490,10681.26,10685.01,10680.43,10685,127.35597099999966,104.33570380000006
1600682520,10685.01,10691.57,10682.03,10683.56,120.470923,105.33398400000003
1600682550,10683.56,10684.66,10679.9,10684.66,88.51175500000029,103.98351670000004
1600682580,10684.66,10695.24,10684.66,10692.89,69.25441200000013,104.86060160000004
1600682610,10693.58,10707.28,10692.75,10703.17,103.13709499999989,104.79798235000003
1600682640,10703.18,10717.09,10701.9,10715.27,79.5667700000002,104.21342065000003
1600682670,10715.27,10725,10715.26,10722.95,61.79260499999982,103.70938355000003
1600682700,10722.95,10722.96,10704.96,10715.36,83.96911999999989,105.97975075000002
1600682730,10715.35,10723.24,10715.23,10720.11,57.35404799999988,103.25989340000001
1600682760,10720.11,10735,10720.1,10723.63,69.36182900000018,103.55250505000004
1600682790,10723.62,10724,10716.94,10723.88,32.05845500000001,102.19751865000003
1600682820,10723.34,10728.4,10720.77,10722.39,39.67672000000003,102.67576035000005
1600682850,10722.38,10722.38,10707.71,10709.63,37.038229999999835,103.11925730000003
1600682880,10708.92,10718.13,10706.24,10711.3,43.116327999999825,101.75180895000003
1600682910,10711.32,10714.77,10703.96,10708.62,38.57640499999993,100.13391945000004
1600682940,10708.61,10715.73,10703.88,10714.75,32.05359799999986,99.61883900000002
1600682970,10714.82,10719,10713.09,10718,34.453423000000015,95.07020300000002
1600683000,10718,10720.74,10713.35,10713.35,32.985749999999946,73.821492
1600683030,10713.36,10715.18,10705.34,10707.54,28.87695900000002,64.01334919999998
1600683060,10707.54,10707.54,10698.89,10699.02,61.40943399999995,62.05099149999995
1600683090,10699.01,10700,10693.4,10697.26,53.33684199999986,58.35003504999996
1600683120,10697.03,10698.6,10694.37,10695.09,38.170868000000056,54.235032299999965
1600683150,10695.09,10697.99,10692.87,10693.97,27.179706999999976,51.16842989999995
1600683180,10693.97,10696.75,10690.21,10693,40.91972200000006,49.751695399999946
1600683210,10693.01,10694.18,10684.21,10684.42,41.52002999999996,46.670842149999956
1600683240,10684.42,10685.23,10676.37,10679.6,57.461426000000074,45.56557494999994
1600683270,10679.59,10680,10660.05,10673.93,77.87309300000005,46.36959934999995
1600683300,10674.83,10676.99,10662.59,10662.59,62.66606499999989,45.304446599999956
1600683330,10662.59,10666.01,10652.63,10655.5,91.09840700000039,46.99166454999998
1600683360,10655.49,10662.22,10650,10660.68,94.65783199999981,48.25646469999996
1600683390,10660.67,10681.14,10656.35,10671.26,64.78236600000007,49.89266024999996
1600683420,10670.1,10679.53,10669.86,10678.59,52.21167699999995,50.51940809999995
1600683450,10678.58,10685.41,10672.36,10672.37,34.18274,50.376633599999955
1600683480,10672.37,10677.96,10671.56,10673.28,41.554743000000016,50.29855434999997
1600683510,10673.7,10684.83,10673.56,10680.37,44.9622729999999,50.61784774999997
1600683540,10680.36,10692.06,10676.42,10687.6,43.77094599999993,51.20371514999997
1600683570,10688.96,10688.96,10681.46,10688.27,29.82893700000001,50.97249084999997
1600683600,10688.25,10689.25,10680.64,10681.06,32.009510999999975,50.92367889999997
1600683630,10681.05,10681.06,10673.9,10678.39,50.92992099999994,52.02632699999997
1600683660,10678.4,10681.56,10678.4,10680,33.687913999999935,50.64025099999997
1600683690,10680,10680,10671.35,10678.35,35.77938300000001,49.76237804999998
1600683720,10678.36,10680,10675.45,10675.93,25.672389000000045,49.137454099999985
1600683750,10675.93,10690,10672.56,10689.99,118.69093800000019,53.71301564999999
1600683780,10689.3,10703.98,10688.41,10702.07,44.16394300000015,53.8752267
1600683810,10702.08,10718,10694.66,10717.9,56.118836000000044,54.60516700000001
1600683840,10717.91,10718,10709.39,10713.98,80.71466200000005,55.767828800000004
1600683870,10713.98,10723.31,10713.86,10720.34,44.45563300000009,54.0969558
1600683900,10720.28,10723.3,10717.14,10717.14,45.887634999999875,53.2580343
1600683930,10717.09,10718.9,10707.23,10718.9,52.94892800000001,51.35056034999998
1600683960,10718.89,10720.52,10717.18,10719.99,14.437997000000005,47.339568599999986
1600683990,10720,10725.82,10713.71,10714.7,52.67148599999999,46.734024599999984
1600684020,10714.71,10717.4,10714.7,10715.52,16.348749,44.940878199999986
